User ID,N_Touchpoints,Channel_Sequence,First_Touch_Channel,First_Touch_Campaign,Last_Touch_Channel,Last_Touch_Campaign,Converted,All_Campaigns
54727,2,Email -> Social Media,Email,Retargeting,Social Media,Discount Offer,TRUE,"Retargeting, Discount Offer"
54739,4,Email -> Email -> Email -> Referral,Email,Winter Sale,Referral,Winter Sale,TRUE,"Winter Sale, Brand Awareness"
54741,5,Search Ads -> Search Ads -> Search Ads -> Search Ads -> Referral,Search Ads,New Product Launch,Referral,-,TRUE,"Winter Sale, New Product Launch, -, Discount Offer"
54766,5,Social Media -> Email -> Search Ads -> Social Media -> Direct Traffic,Social Media,Retargeting,Direct Traffic,-,TRUE,"New Product Launch, -, Brand Awareness, Retargeting"
54821,6,Display Ads -> Email -> Display Ads -> Display Ads -> Display Ads -> Direct Traffic,Display Ads,-,Direct Traffic,-,TRUE,"Winter Sale, -, Retargeting"
54874,6,Email -> Direct Traffic -> Referral -> Search Ads -> Display Ads -> Referral,Email,Retargeting,Referral,Brand Awareness,TRUE,"-, Brand Awareness, Retargeting"
54877,5,Search Ads -> Referral -> Referral -> Direct Traffic -> Search Ads,Search Ads,New Product Launch,Search Ads,Discount Offer,TRUE,"New Product Launch, -, Brand Awareness, Discount Offer"
55035,5,Search Ads -> Display Ads -> Email -> Email -> Direct Traffic,Search Ads,New Product Launch,Direct Traffic,-,TRUE,"New Product Launch, -, Retargeting, Discount Offer"
55079,4,Search Ads -> Referral -> Referral -> Direct Traffic,Search Ads,Retargeting,Direct Traffic,-,TRUE,"-, Retargeting"
55099,3,Referral -> Direct Traffic -> Direct Traffic,Referral,New Product Launch,Direct Traffic,-,TRUE,"New Product Launch, -"
55103,2,Email -> Social Media,Email,Brand Awareness,Social Media,-,TRUE,"-, Brand Awareness"
55176,2,Social Media -> Display Ads,Social Media,-,Display Ads,Brand Awareness,TRUE,"-, Brand Awareness"
55190,4,Search Ads -> Referral -> Referral -> Direct Traffic,Search Ads,New Product Launch,Direct Traffic,-,TRUE,"Winter Sale, New Product Launch, -"
55224,2,Display Ads -> Referral,Display Ads,Retargeting,Referral,New Product Launch,FALSE,"New Product Launch, Retargeting"
55227,4,Referral -> Referral -> Display Ads -> Search Ads,Referral,Brand Awareness,Search Ads,-,TRUE,"New Product Launch, -, Brand Awareness"
55333,3,Display Ads -> Search Ads -> Display Ads,Display Ads,Brand Awareness,Display Ads,Winter Sale,TRUE,"Winter Sale, -, Brand Awareness"
55355,4,Display Ads -> Email -> Display Ads -> Referral,Display Ads,Retargeting,Referral,New Product Launch,FALSE,"New Product Launch, Retargeting, Discount Offer"
55398,2,Display Ads -> Social Media,Display Ads,Discount Offer,Social Media,Discount Offer,TRUE,Discount Offer
55427,2,Email -> Email,Email,Brand Awareness,Email,-,TRUE,"-, Brand Awareness"
55446,6,Social Media -> Social Media -> Direct Traffic -> Search Ads -> Referral -> Email,Social Media,Winter Sale,Email,Brand Awareness,TRUE,"Winter Sale, -, Brand Awareness, Discount Offer"
55513,4,Direct Traffic -> Direct Traffic -> Direct Traffic -> Search Ads,Direct Traffic,-,Search Ads,-,TRUE,-
55533,4,Referral -> Referral -> Direct Traffic -> Social Media,Referral,Retargeting,Social Media,Retargeting,TRUE,"New Product Launch, -, Retargeting"
55550,2,Email -> Social Media,Email,Winter Sale,Social Media,Discount Offer,TRUE,"Winter Sale, Discount Offer"
55587,2,Search Ads -> Direct Traffic,Search Ads,Discount Offer,Direct Traffic,-,TRUE,"-, Discount Offer"
55631,2,Referral -> Search Ads,Referral,-,Search Ads,New Product Launch,TRUE,"New Product Launch, -"
55650,2,Email -> Email,Email,-,Email,Discount Offer,TRUE,"-, Discount Offer"
55702,3,Display Ads -> Direct Traffic -> Direct Traffic,Display Ads,-,Direct Traffic,-,TRUE,-
55737,3,Search Ads -> Referral -> Direct Traffic,Search Ads,-,Direct Traffic,-,TRUE,"New Product Launch, -"
55744,3,Search Ads -> Search Ads -> Email,Search Ads,Winter Sale,Email,Retargeting,TRUE,"Winter Sale, Retargeting"
55745,5,Search Ads -> Referral -> Direct Traffic -> Display Ads -> Search Ads,Search Ads,New Product Launch,Search Ads,-,TRUE,"New Product Launch, -, Retargeting, Brand Awareness"
55755,5,Email -> Display Ads -> Display Ads -> Display Ads -> Direct Traffic,Email,Retargeting,Direct Traffic,-,TRUE,"New Product Launch, -, Brand Awareness, Retargeting"
55756,5,Email -> Social Media -> Email -> Email -> Social Media,Email,Brand Awareness,Social Media,Brand Awareness,TRUE,"Winter Sale, New Product Launch, Retargeting, Brand Awareness"
55767,2,Display Ads -> Search Ads,Display Ads,New Product Launch,Search Ads,New Product Launch,TRUE,New Product Launch
55808,4,Referral -> Social Media -> Referral -> Search Ads,Referral,New Product Launch,Search Ads,Brand Awareness,TRUE,"New Product Launch, -, Brand Awareness"
55820,3,Email -> Direct Traffic -> Display Ads,Email,New Product Launch,Display Ads,New Product Launch,TRUE,"New Product Launch, -"
55829,4,Social Media -> Referral -> Referral -> Social Media,Social Media,Winter Sale,Social Media,Retargeting,TRUE,"Winter Sale, Retargeting, Brand Awareness, Discount Offer"
55849,1,Email,Email,Retargeting,Email,Retargeting,FALSE,Retargeting
55886,3,Search Ads -> Email -> Email,Search Ads,Retargeting,Email,Discount Offer,TRUE,"New Product Launch, Retargeting, Discount Offer"
55894,6,Social Media -> Direct Traffic -> Search Ads -> Search Ads -> Referral -> Display Ads,Social Media,Winter Sale,Display Ads,Retargeting,TRUE,"Winter Sale, -, Retargeting, Brand Awareness"
55905,5,Social Media -> Direct Traffic -> Display Ads -> Social Media -> Referral,Social Media,Winter Sale,Referral,Discount Offer,TRUE,"Winter Sale, -, Discount Offer"
55980,4,Social Media -> Direct Traffic -> Direct Traffic -> Direct Traffic,Social Media,Winter Sale,Direct Traffic,-,TRUE,"Winter Sale, -"
55983,6,Email -> Social Media -> Search Ads -> Direct Traffic -> Search Ads -> Direct Traffic,Email,Discount Offer,Direct Traffic,-,TRUE,"New Product Launch, Retargeting, Discount Offer, -, Winter Sale"
56007,3,Display Ads -> Display Ads -> Referral,Display Ads,-,Referral,Winter Sale,TRUE,"Winter Sale, -, Discount Offer"
56009,1,Social Media,Social Media,New Product Launch,Social Media,New Product Launch,TRUE,New Product Launch
56016,1,Search Ads,Search Ads,-,Search Ads,-,TRUE,-
56041,6,Display Ads -> Referral -> Display Ads -> Search Ads -> Email -> Direct Traffic,Display Ads,Brand Awareness,Direct Traffic,-,TRUE,"Winter Sale, New Product Launch, -, Brand Awareness"
56050,2,Display Ads -> Direct Traffic,Display Ads,Brand Awareness,Direct Traffic,-,TRUE,"-, Brand Awareness"
56072,4,Referral -> Direct Traffic -> Search Ads -> Email,Referral,New Product Launch,Email,New Product Launch,TRUE,"New Product Launch, -"
56075,7,Direct Traffic -> Referral -> Direct Traffic -> Search Ads -> Direct Traffic -> Email -> Search Ads,Direct Traffic,-,Search Ads,Winter Sale,TRUE,"Retargeting, Brand Awareness, Discount Offer, -, Winter Sale"
56094,4,Display Ads -> Display Ads -> Direct Traffic -> Email,Display Ads,Brand Awareness,Email,Discount Offer,TRUE,"-, Brand Awareness, Discount Offer"
56125,2,Direct Traffic -> Display Ads,Direct Traffic,-,Display Ads,Brand Awareness,TRUE,"-, Brand Awareness"
56128,3,Display Ads -> Direct Traffic -> Social Media,Display Ads,-,Social Media,-,TRUE,-
56160,1,Referral,Referral,Retargeting,Referral,Retargeting,TRUE,Retargeting
56169,2,Referral -> Email,Referral,Retargeting,Email,Retargeting,TRUE,Retargeting
56219,5,Search Ads -> Social Media -> Social Media -> Direct Traffic -> Social Media,Search Ads,-,Social Media,Winter Sale,TRUE,"Winter Sale, -, Brand Awareness"
56253,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,FALSE,-
56297,2,Referral -> Social Media,Referral,New Product Launch,Social Media,New Product Launch,FALSE,New Product Launch
56363,5,Display Ads -> Referral -> Email -> Direct Traffic -> Referral,Display Ads,Discount Offer,Referral,-,TRUE,"Winter Sale, -, Retargeting, Discount Offer"
56452,2,Direct Traffic -> Referral,Direct Traffic,-,Referral,Retargeting,TRUE,"-, Retargeting"
56476,3,Email -> Social Media -> Display Ads,Email,-,Display Ads,-,TRUE,"-, Retargeting"
56480,6,Referral -> Direct Traffic -> Search Ads -> Direct Traffic -> Display Ads -> Social Media,Referral,Winter Sale,Social Media,Brand Awareness,TRUE,"Winter Sale, -, Brand Awareness, Retargeting"
56501,3,Email -> Direct Traffic -> Email,Email,Retargeting,Email,-,TRUE,"-, Retargeting"
56553,2,Referral -> Direct Traffic,Referral,Discount Offer,Direct Traffic,-,TRUE,"-, Discount Offer"
56634,4,Search Ads -> Display Ads -> Social Media -> Display Ads,Search Ads,New Product Launch,Display Ads,New Product Launch,TRUE,"New Product Launch, Discount Offer"
56636,3,Search Ads -> Social Media -> Email,Search Ads,-,Email,Brand Awareness,TRUE,"-, Brand Awareness"
56652,1,Referral,Referral,-,Referral,-,FALSE,-
56666,4,Direct Traffic -> Direct Traffic -> Email -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,TRUE,-
56733,3,Social Media -> Search Ads -> Social Media,Social Media,Retargeting,Social Media,-,FALSE,"New Product Launch, -, Retargeting"
56768,4,Social Media -> Referral -> Email -> Social Media,Social Media,New Product Launch,Social Media,Brand Awareness,TRUE,"Winter Sale, New Product Launch, Brand Awareness, Retargeting"
56855,7,Display Ads -> Referral -> Referral -> Email -> Social Media -> Email -> Display Ads,Display Ads,-,Display Ads,New Product Launch,TRUE,"New Product Launch, Brand Awareness, Discount Offer, -, Winter Sale"
56912,4,Display Ads -> Referral -> Social Media -> Direct Traffic,Display Ads,Brand Awareness,Direct Traffic,-,TRUE,"Winter Sale, New Product Launch, -, Brand Awareness"
56961,3,Social Media -> Direct Traffic -> Email,Social Media,New Product Launch,Email,Retargeting,TRUE,"New Product Launch, -, Retargeting"
56968,5,Display Ads -> Email -> Social Media -> Direct Traffic -> Display Ads,Display Ads,Brand Awareness,Display Ads,Winter Sale,TRUE,"Winter Sale, -, Brand Awareness"
56987,5,Referral -> Referral -> Social Media -> Referral -> Display Ads,Referral,New Product Launch,Display Ads,Brand Awareness,TRUE,"New Product Launch, Retargeting, Brand Awareness, Discount Offer, -"
56993,5,Email -> Search Ads -> Display Ads -> Search Ads -> Email,Email,-,Email,New Product Launch,TRUE,"New Product Launch, -, Brand Awareness, Retargeting"
57079,3,Search Ads -> Display Ads -> Direct Traffic,Search Ads,Winter Sale,Direct Traffic,-,TRUE,"Winter Sale, -, Discount Offer"
57108,3,Direct Traffic -> Direct Traffic -> Email,Direct Traffic,-,Email,-,TRUE,-
57125,2,Direct Traffic -> Referral,Direct Traffic,-,Referral,Winter Sale,TRUE,"Winter Sale, -"
57141,3,Referral -> Direct Traffic -> Display Ads,Referral,Brand Awareness,Display Ads,Brand Awareness,TRUE,"-, Brand Awareness"
57166,2,Search Ads -> Referral,Search Ads,Retargeting,Referral,Discount Offer,TRUE,"Retargeting, Discount Offer"
57273,1,Email,Email,Discount Offer,Email,Discount Offer,FALSE,Discount Offer
57318,4,Direct Traffic -> Display Ads -> Display Ads -> Search Ads,Direct Traffic,-,Search Ads,Discount Offer,FALSE,"Winter Sale, -, Discount Offer"
57363,2,Referral -> Social Media,Referral,Discount Offer,Social Media,-,FALSE,"-, Discount Offer"
57372,4,Display Ads -> Search Ads -> Social Media -> Email,Display Ads,New Product Launch,Email,Discount Offer,TRUE,"New Product Launch, -, Discount Offer"
57385,6,Referral -> Direct Traffic -> Search Ads -> Direct Traffic -> Email -> Referral,Referral,-,Referral,-,TRUE,"-, Brand Awareness, Discount Offer"
57389,6,Display Ads -> Referral -> Search Ads -> Email -> Display Ads -> Email,Display Ads,Discount Offer,Email,New Product Launch,TRUE,"New Product Launch, -, Brand Awareness, Discount Offer"
57396,1,Email,Email,Retargeting,Email,Retargeting,FALSE,Retargeting
57401,1,Email,Email,-,Email,-,TRUE,-
57455,8,Referral -> Display Ads -> Referral -> Referral -> Social Media -> Social Media -> Social Media -> Referral,Referral,New Product Launch,Referral,Brand Awareness,TRUE,"Winter Sale, New Product Launch, -, Brand Awareness"
57498,2,Email -> Email,Email,Discount Offer,Email,Retargeting,TRUE,"Retargeting, Discount Offer"
57564,5,Direct Traffic -> Direct Traffic -> Search Ads -> Social Media -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,TRUE,"-, Brand Awareness"
57627,3,Social Media -> Search Ads -> Display Ads,Social Media,Brand Awareness,Display Ads,-,TRUE,"-, Retargeting, Brand Awareness"
57669,5,Email -> Direct Traffic -> Search Ads -> Direct Traffic -> Search Ads,Email,Brand Awareness,Search Ads,Brand Awareness,TRUE,"-, Retargeting, Brand Awareness"
57672,1,Social Media,Social Media,Brand Awareness,Social Media,Brand Awareness,TRUE,Brand Awareness
57726,6,Display Ads -> Search Ads -> Email -> Direct Traffic -> Social Media -> Direct Traffic,Display Ads,Discount Offer,Direct Traffic,-,TRUE,"Winter Sale, New Product Launch, -, Discount Offer"
57739,4,Social Media -> Referral -> Direct Traffic -> Search Ads,Social Media,Winter Sale,Search Ads,Retargeting,TRUE,"Winter Sale, -, Retargeting"
57793,5,Referral -> Direct Traffic -> Referral -> Display Ads -> Referral,Referral,Discount Offer,Referral,Winter Sale,TRUE,"Winter Sale, -, Discount Offer"
57943,4,Social Media -> Direct Traffic -> Search Ads -> Search Ads,Social Media,Winter Sale,Search Ads,Brand Awareness,TRUE,"Winter Sale, -, Brand Awareness"
57949,5,Email -> Email -> Email -> Email -> Search Ads,Email,Discount Offer,Search Ads,New Product Launch,TRUE,"New Product Launch, Retargeting, Brand Awareness, Discount Offer"
57951,5,Social Media -> Email -> Social Media -> Display Ads -> Social Media,Social Media,Winter Sale,Social Media,Winter Sale,TRUE,"Winter Sale, New Product Launch, Brand Awareness"
57976,5,Social Media -> Social Media -> Search Ads -> Social Media -> Email,Social Media,Winter Sale,Email,New Product Launch,TRUE,"Winter Sale, New Product Launch, -, Brand Awareness"
57996,4,Display Ads -> Referral -> Search Ads -> Referral,Display Ads,Discount Offer,Referral,-,TRUE,"Winter Sale, -, Discount Offer"
58020,1,Display Ads,Display Ads,Discount Offer,Display Ads,Discount Offer,TRUE,Discount Offer
58062,2,Social Media -> Display Ads,Social Media,-,Display Ads,Discount Offer,TRUE,"-, Discount Offer"
58064,3,Social Media -> Social Media -> Referral,Social Media,Winter Sale,Referral,Retargeting,TRUE,"Winter Sale, -, Retargeting"
58113,3,Email -> Search Ads -> Social Media,Email,Winter Sale,Social Media,Retargeting,TRUE,"Winter Sale, -, Retargeting"
58128,4,Direct Traffic -> Direct Traffic -> Search Ads -> Email,Direct Traffic,-,Email,Discount Offer,TRUE,"-, Retargeting, Discount Offer"
58238,3,Display Ads -> Direct Traffic -> Email,Display Ads,Discount Offer,Email,Winter Sale,TRUE,"Winter Sale, -, Discount Offer"
58258,3,Referral -> Social Media -> Email,Referral,Discount Offer,Email,Discount Offer,TRUE,"Retargeting, Discount Offer"
58344,2,Social Media -> Display Ads,Social Media,Discount Offer,Display Ads,New Product Launch,TRUE,"New Product Launch, Discount Offer"
58481,4,Email -> Referral -> Social Media -> Display Ads,Email,-,Display Ads,Retargeting,TRUE,"New Product Launch, -, Retargeting, Discount Offer"
58495,1,Referral,Referral,Retargeting,Referral,Retargeting,FALSE,Retargeting
58496,10,Search Ads -> Direct Traffic -> Email -> Search Ads -> Social Media -> Referral -> Referral -> Referral -> Display Ads -> Direct Traffic,Search Ads,Winter Sale,Direct Traffic,-,TRUE,"New Product Launch, Brand Awareness, Discount Offer, -, Winter Sale"
58510,3,Display Ads -> Search Ads -> Referral,Display Ads,Brand Awareness,Referral,Discount Offer,TRUE,"Retargeting, Brand Awareness, Discount Offer"
58511,4,Referral -> Direct Traffic -> Referral -> Direct Traffic,Referral,-,Direct Traffic,-,TRUE,"Winter Sale, -"
58546,2,Social Media -> Search Ads,Social Media,-,Search Ads,Discount Offer,FALSE,"-, Discount Offer"
58561,3,Display Ads -> Direct Traffic -> Direct Traffic,Display Ads,-,Direct Traffic,-,TRUE,-
58689,2,Referral -> Display Ads,Referral,New Product Launch,Display Ads,Retargeting,FALSE,"New Product Launch, Retargeting"
58703,5,Social Media -> Direct Traffic -> Search Ads -> Email -> Direct Traffic,Social Media,Discount Offer,Direct Traffic,-,TRUE,"-, Retargeting, Discount Offer"
58748,5,Referral -> Referral -> Email -> Email -> Direct Traffic,Referral,-,Direct Traffic,-,TRUE,"Winter Sale, New Product Launch, -, Brand Awareness"
58762,2,Referral -> Social Media,Referral,Brand Awareness,Social Media,New Product Launch,TRUE,"New Product Launch, Brand Awareness"
58768,1,Search Ads,Search Ads,New Product Launch,Search Ads,New Product Launch,TRUE,New Product Launch
58795,6,Referral -> Email -> Search Ads -> Social Media -> Search Ads -> Email,Referral,Retargeting,Email,Discount Offer,TRUE,"Retargeting, Brand Awareness, Discount Offer, -, Winter Sale"
58797,4,Social Media -> Display Ads -> Social Media -> Email,Social Media,-,Email,Brand Awareness,TRUE,"-, Brand Awareness, Retargeting"
58884,3,Referral -> Direct Traffic -> Direct Traffic,Referral,Retargeting,Direct Traffic,-,FALSE,"-, Retargeting"
58910,3,Direct Traffic -> Search Ads -> Social Media,Direct Traffic,-,Social Media,Brand Awareness,TRUE,"-, Brand Awareness, Retargeting"
58929,1,Social Media,Social Media,Winter Sale,Social Media,Winter Sale,FALSE,Winter Sale
58938,3,Direct Traffic -> Search Ads -> Referral,Direct Traffic,-,Referral,New Product Launch,TRUE,"New Product Launch, -"
58945,2,Search Ads -> Direct Traffic,Search Ads,Retargeting,Direct Traffic,-,TRUE,"-, Retargeting"
58957,3,Social Media -> Email -> Referral,Social Media,New Product Launch,Referral,Discount Offer,TRUE,"New Product Launch, -, Discount Offer"
58969,5,Social Media -> Display Ads -> Direct Traffic -> Social Media -> Social Media,Social Media,Retargeting,Social Media,Discount Offer,TRUE,"-, Brand Awareness, Retargeting, Discount Offer"
59032,5,Direct Traffic -> Direct Traffic -> Search Ads -> Social Media -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,TRUE,"New Product Launch, -"
59033,4,Direct Traffic -> Referral -> Direct Traffic -> Email,Direct Traffic,-,Email,Discount Offer,TRUE,"-, Discount Offer"
59072,4,Direct Traffic -> Display Ads -> Referral -> Email,Direct Traffic,-,Email,-,TRUE,"Winter Sale, -, Brand Awareness"
59077,3,Email -> Social Media -> Search Ads,Email,Winter Sale,Search Ads,Discount Offer,TRUE,"Winter Sale, -, Discount Offer"
59102,5,Email -> Email -> Referral -> Referral -> Social Media,Email,Brand Awareness,Social Media,Winter Sale,TRUE,"Winter Sale, New Product Launch, Brand Awareness, Discount Offer"
59109,6,Direct Traffic -> Display Ads -> Referral -> Social Media -> Referral -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,TRUE,"Winter Sale, -, Brand Awareness, Discount Offer"
59110,5,Social Media -> Email -> Direct Traffic -> Social Media -> Search Ads,Social Media,Discount Offer,Search Ads,Winter Sale,TRUE,"Winter Sale, New Product Launch, -, Discount Offer"
59144,2,Referral -> Direct Traffic,Referral,Retargeting,Direct Traffic,-,TRUE,"-, Retargeting"
59188,4,Email -> Referral -> Display Ads -> Display Ads,Email,New Product Launch,Display Ads,-,TRUE,"New Product Launch, -, Discount Offer"
59198,2,Direct Traffic -> Email,Direct Traffic,-,Email,Retargeting,TRUE,"-, Retargeting"
59232,4,Email -> Referral -> Email -> Direct Traffic,Email,Retargeting,Direct Traffic,-,TRUE,"Winter Sale, -, Retargeting"
59251,4,Email -> Display Ads -> Search Ads -> Search Ads,Email,New Product Launch,Search Ads,New Product Launch,TRUE,New Product Launch
59281,4,Email -> Search Ads -> Referral -> Search Ads,Email,-,Search Ads,Brand Awareness,TRUE,"-, Brand Awareness, Discount Offer"
59302,2,Search Ads -> Social Media,Search Ads,-,Social Media,Brand Awareness,TRUE,"-, Brand Awareness"
59319,6,Social Media -> Search Ads -> Referral -> Social Media -> Email -> Display Ads,Social Media,Retargeting,Display Ads,New Product Launch,TRUE,"New Product Launch, Brand Awareness, Retargeting, Discount Offer"
59390,8,Social Media -> Direct Traffic -> Search Ads -> Direct Traffic -> Social Media -> Referral -> Referral -> Social Media,Social Media,Discount Offer,Social Media,New Product Launch,TRUE,"New Product Launch, Retargeting, Discount Offer, -, Winter Sale"
59416,1,Referral,Referral,New Product Launch,Referral,New Product Launch,TRUE,New Product Launch
59425,4,Display Ads -> Search Ads -> Email -> Display Ads,Display Ads,Winter Sale,Display Ads,Brand Awareness,TRUE,"Winter Sale, New Product Launch, Brand Awareness"
59461,5,Social Media -> Referral -> Email -> Referral -> Referral,Social Media,-,Referral,Discount Offer,TRUE,"New Product Launch, Retargeting, Discount Offer, -, Winter Sale"
59480,3,Referral -> Email -> Social Media,Referral,Winter Sale,Social Media,Discount Offer,TRUE,"Winter Sale, Discount Offer"
59482,6,Search Ads -> Referral -> Social Media -> Email -> Display Ads -> Direct Traffic,Search Ads,Discount Offer,Direct Traffic,-,TRUE,"Winter Sale, New Product Launch, -, Discount Offer"
59576,7,Display Ads -> Referral -> Search Ads -> Direct Traffic -> Email -> Direct Traffic -> Social Media,Display Ads,Discount Offer,Social Media,New Product Launch,TRUE,"New Product Launch, Retargeting, Brand Awareness, Discount Offer, -"
59599,1,Display Ads,Display Ads,Winter Sale,Display Ads,Winter Sale,FALSE,Winter Sale
59611,3,Direct Traffic -> Referral -> Email,Direct Traffic,-,Email,New Product Launch,TRUE,"Winter Sale, New Product Launch, -"
59631,2,Referral -> Social Media,Referral,Discount Offer,Social Media,Winter Sale,TRUE,"Winter Sale, Discount Offer"
59722,1,Display Ads,Display Ads,New Product Launch,Display Ads,New Product Launch,FALSE,New Product Launch
59730,4,Email -> Social Media -> Email -> Display Ads,Email,Brand Awareness,Display Ads,Retargeting,TRUE,"New Product Launch, -, Retargeting, Brand Awareness"
59787,7,Social Media -> Social Media -> Display Ads -> Referral -> Referral -> Social Media -> Email,Social Media,Brand Awareness,Email,Retargeting,TRUE,"New Product Launch, -, Retargeting, Brand Awareness"
59840,6,Direct Traffic -> Display Ads -> Referral -> Referral -> Email -> Email,Direct Traffic,-,Email,-,TRUE,"Winter Sale, -, Brand Awareness"
59899,6,Social Media -> Email -> Direct Traffic -> Display Ads -> Email -> Direct Traffic,Social Media,-,Direct Traffic,-,TRUE,"Winter Sale, -, Discount Offer"
59927,5,Search Ads -> Display Ads -> Display Ads -> Display Ads -> Referral,Search Ads,New Product Launch,Referral,Discount Offer,TRUE,"New Product Launch, Retargeting, Discount Offer"
59959,2,Search Ads -> Search Ads,Search Ads,New Product Launch,Search Ads,-,FALSE,"New Product Launch, -"
60001,6,Direct Traffic -> Social Media -> Direct Traffic -> Search Ads -> Display Ads -> Email,Direct Traffic,-,Email,Retargeting,TRUE,"-, Retargeting"
60022,4,Social Media -> Display Ads -> Search Ads -> Direct Traffic,Social Media,Brand Awareness,Direct Traffic,-,TRUE,"-, Retargeting, Brand Awareness"
60095,6,Direct Traffic -> Direct Traffic -> Display Ads -> Display Ads -> Display Ads -> Email,Direct Traffic,-,Email,New Product Launch,TRUE,"New Product Launch, -, Brand Awareness"
60102,4,Referral -> Direct Traffic -> Email -> Search Ads,Referral,Discount Offer,Search Ads,-,TRUE,"New Product Launch, -, Discount Offer"
60108,2,Social Media -> Direct Traffic,Social Media,New Product Launch,Direct Traffic,-,FALSE,"New Product Launch, -"
60156,3,Display Ads -> Social Media -> Direct Traffic,Display Ads,Winter Sale,Direct Traffic,-,TRUE,"Winter Sale, -, Brand Awareness"
60190,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,FALSE,-
60226,5,Search Ads -> Direct Traffic -> Search Ads -> Referral -> Search Ads,Search Ads,New Product Launch,Search Ads,-,TRUE,"New Product Launch, -, Brand Awareness"
60236,3,Referral -> Social Media -> Email,Referral,Brand Awareness,Email,Winter Sale,TRUE,"Winter Sale, Brand Awareness, Discount Offer"
60345,4,Display Ads -> Referral -> Referral -> Referral,Display Ads,Brand Awareness,Referral,Brand Awareness,TRUE,"Winter Sale, Retargeting, Brand Awareness"
60456,3,Social Media -> Referral -> Social Media,Social Media,Discount Offer,Social Media,Discount Offer,TRUE,"-, Discount Offer"
60469,2,Referral -> Direct Traffic,Referral,Retargeting,Direct Traffic,-,TRUE,"-, Retargeting"
60477,3,Search Ads -> Email -> Social Media,Search Ads,Winter Sale,Social Media,Brand Awareness,TRUE,"Winter Sale, Brand Awareness"
60484,6,Referral -> Email -> Referral -> Direct Traffic -> Direct Traffic -> Search Ads,Referral,Discount Offer,Search Ads,Winter Sale,TRUE,"Winter Sale, -, Retargeting, Discount Offer"
60487,2,Social Media -> Direct Traffic,Social Media,-,Direct Traffic,-,TRUE,-
60493,2,Social Media -> Email,Social Media,Discount Offer,Email,New Product Launch,TRUE,"New Product Launch, Discount Offer"
60571,3,Search Ads -> Social Media -> Referral,Search Ads,Discount Offer,Referral,Retargeting,FALSE,"New Product Launch, Retargeting, Discount Offer"
60590,2,Search Ads -> Social Media,Search Ads,Brand Awareness,Social Media,Discount Offer,TRUE,"Brand Awareness, Discount Offer"
60616,3,Referral -> Referral -> Social Media,Referral,Winter Sale,Social Media,Retargeting,TRUE,"Winter Sale, -, Retargeting"
60660,4,Social Media -> Display Ads -> Referral -> Email,Social Media,New Product Launch,Email,Brand Awareness,TRUE,"New Product Launch, Brand Awareness"
60684,9,Email -> Email -> Display Ads -> Display Ads -> Social Media -> Direct Traffic -> Display Ads -> Social Media -> Referral,Email,-,Referral,New Product Launch,TRUE,"New Product Launch, Retargeting, Brand Awareness, -, Winter Sale"
60755,3,Social Media -> Referral -> Direct Traffic,Social Media,Brand Awareness,Direct Traffic,-,TRUE,"-, Brand Awareness"
60772,3,Email -> Referral -> Email,Email,Retargeting,Email,Discount Offer,TRUE,"Retargeting, Discount Offer"
60780,3,Referral -> Social Media -> Referral,Referral,-,Referral,New Product Launch,TRUE,"New Product Launch, -, Retargeting"
60798,7,Email -> Search Ads -> Social Media -> Social Media -> Social Media -> Social Media -> Social Media,Email,Discount Offer,Social Media,Brand Awareness,TRUE,"New Product Launch, Brand Awareness, Discount Offer, -, Winter Sale"
60799,4,Referral -> Referral -> Email -> Direct Traffic,Referral,-,Direct Traffic,-,TRUE,"Winter Sale, -, Discount Offer"
60844,4,Referral -> Search Ads -> Direct Traffic -> Display Ads,Referral,Brand Awareness,Display Ads,Brand Awareness,TRUE,"-, Brand Awareness, Discount Offer"
60852,7,Direct Traffic -> Direct Traffic -> Direct Traffic -> Email -> Social Media -> Display Ads -> Search Ads,Direct Traffic,-,Search Ads,Discount Offer,TRUE,"New Product Launch, -, Retargeting, Discount Offer"
60856,2,Email -> Social Media,Email,-,Social Media,New Product Launch,TRUE,"New Product Launch, -"
60859,3,Direct Traffic -> Display Ads -> Referral,Direct Traffic,-,Referral,New Product Launch,TRUE,"Winter Sale, New Product Launch, -"
60881,6,Social Media -> Social Media -> Search Ads -> Email -> Direct Traffic -> Direct Traffic,Social Media,Retargeting,Direct Traffic,-,TRUE,"Winter Sale, -, Retargeting"
60888,3,Social Media -> Referral -> Search Ads,Social Media,New Product Launch,Search Ads,Discount Offer,TRUE,"New Product Launch, Retargeting, Discount Offer"
60973,6,Referral -> Direct Traffic -> Email -> Display Ads -> Social Media -> Direct Traffic,Referral,New Product Launch,Direct Traffic,-,TRUE,"New Product Launch, -, Brand Awareness"
60974,3,Display Ads -> Email -> Display Ads,Display Ads,Discount Offer,Display Ads,Retargeting,TRUE,"Retargeting, Discount Offer"
60996,4,Email -> Social Media -> Direct Traffic -> Display Ads,Email,Retargeting,Display Ads,Brand Awareness,TRUE,"-, Brand Awareness, Retargeting"
